,Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016
7872,AcceleratedShareRepurchasesAdjustmentToRecordedAmount,9,0,0,0,0,2,1,0
7873,DisposalGroupIncludingDiscontinuedOperationPensionPlanBenefitObligationNoncurrent,9,0,0,0,0,0,3,0
7874,GainLossOnComponentsExcludedFromAssessmentOfCreditRiskHedgeEffectiveness,9,0,1,1,1,0,0,0
7875,PostconfirmationCurrentMaturitiesOfCapitalLeaseObligations,9,0,0,1,2,0,0,0
7876,FinancingReceivableNonaccrualPercentPastDue,9,0,0,0,0,0,1,2
7877,EmployeeServiceShareBasedCompensationEstimatedQuantityOfSharesToBeRepurchasedInFollowingPeriodMinimum,9,0,0,0,1,0,1,1
7878,CertainLoansAcquiredInTransferAccountedForAsHeldToMaturityDebtSecuritiesCarryingAmountNet,9,0,3,0,0,0,0,0
7879,FairValueAssetsMeasuredOnRecurringBasisFederalFundsSoldAndSecuritiesBorrowedOrPurchasedUnderAgreementsToResell,9,0,3,0,0,0,0,0
7880,UnrecoveredProductionCostsExcessUnrecoverableUnderExistingFirmOrders,9,0,0,0,0,1,1,1
7881,LoanRestructuringTrialModificationsAmount,9,0,0,0,0,0,0,3
7882,RepurchaseAgreementCounterpartyWeightedAverageMaturityOfAgreements,9,0,3,0,0,0,0,0
7883,DisposalGroupIncludingDiscontinuedOperationPostretirementPlanBenefitObligationCurrent,9,0,0,0,0,0,3,0
7884,OtherRealEstateNonCoveredPeriodIncreaseDecrease,9,0,0,0,0,1,1,1
7885,ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAmountAssumedFromOtherCompanies,9,0,0,2,1,0,0,0
7886,CertainLoansAcquiredInTransferAccountedForAsHeldtomaturityDebtSecuritiesOtherthanTemporaryImpairmentChargesCreditLoss,9,0,0,0,0,1,2,0
7887,LoansAssumed,9,0,3,0,0,0,0,0
7888,CustomerRefundableFeesRevenueRecognized,9,0,1,0,1,0,1,0
7889,ForeignFinancialInstitutionsActualReserveAmount,9,0,0,0,0,2,1,0
7890,IncomeLossFromOperationsBeforeExtraordinaryItemsPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,9,0,0,1,0,0,0,2
7891,NewAccountingPronouncementOrChangeInAccountingPrincipleCurrentPeriodDisclosuresDeferredRevenueAmount,9,0,2,0,0,1,0,0
7892,PaymentsToAcquireTrustPreferredInvestments,9,0,0,1,0,0,1,1
7893,ForeignFinancialInstitutionsMandatedReserveAmount,9,0,0,3,0,0,0,0
7894,CooperativeInventoryAmount,9,0,0,1,1,1,0,0
7895,RepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,9,0,0,1,0,0,1,1
7896,LiabilitiesSubjectToCompromiseRetainedObligationOfDivestedBusinesses,9,0,0,0,1,1,1,0
7897,PreconfirmationInventories,9,0,0,1,1,0,1,0
7898,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInDiscountRatePercent,9,0,0,0,0,0,1,2
7899,FreshStartAdjustmentIncreaseDecreaseAccruedLiabilities,9,0,0,2,0,1,0,0
7900,PaymentsForRepurchaseOfPrivatePlacement,9,0,0,1,0,0,1,1
7901,SharesSubjectToMandatoryRedemptionSettlementTermsForwardPriceOrOptionStrikePrice,9,0,3,0,0,0,0,0
7902,StockholdersEquityChangeInReportingEntity,9,0,0,1,1,1,0,0
7903,DebtInstrumentCollateralFee,9,0,0,0,3,0,0,0
7904,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAllowanceForLoanLossesDecreases,9,0,2,1,0,0,0,0
7905,InterestBearingForeignDepositRetail,9,0,0,3,0,0,0,0
7906,LossContingencyRelatedReceivableCarryingValuePeriodIncreaseDecrease,9,0,0,2,0,0,1,0
7907,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityGainLossIncludedInOtherComprehensiveIncomeLoss,9,0,0,2,1,0,0,0
7908,IncreaseDecreaseInAirTrafficLiability,9,0,3,0,0,0,0,0
7909,SignificantChangesFrachisorOutletsInOperation,9,0,0,0,3,0,0,0
7910,VariableInterestEntityCarryingAmountOfCollateralizedLiabilitiesUnconsolidatedVIE,9,0,3,0,0,0,0,0
7911,ReinsurancePremiumsForInsuranceCompaniesByProductSegmentAmountCededToOtherCompanies,9,0,0,2,1,0,0,0
7912,CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesOtherThanTemporaryImpairmentCharges,9,0,0,2,1,0,0,0
7913,PublicUtilitiesPropertyPlantAndEquipmentAmountOfAcquisitionAdjustmentsRelatedAccumulatedDepreciation1,9,0,0,1,1,1,0,0
7914,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresDefaultRate,9,0,0,0,2,0,0,1
7915,DefinedBenefitPlanAssetsTransferredToFromPlan,9,0,0,0,1,0,1,1
7916,FairValueDisclosureOffBalanceSheetRisksAmount,9,0,3,0,0,0,0,0
7917,UnrecordedUnconditionalPurchaseObligationMinimumQuantityRequired,9,0,0,2,1,0,0,0
7918,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresPercentageOfNonperformingAssets,9,0,0,0,0,1,1,1
7919,FairValueLiabilitiesMeasuredOnRecurringBasisSecuritiesSoldNotYetPurchased,9,0,3,0,0,0,0,0
7920,HeldToMaturitySecuritiesSoldSecurityDerivativeHedgeGainLoss,9,0,0,2,1,0,0,0
7921,CededCreditRiskAmount,9,0,0,2,1,0,0,0
7922,CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorServicingFeesReceived,9,0,3,0,0,0,0,0
7923,PreconfirmationAccountsPayable,9,0,0,1,1,0,1,0
7924,OtherComprehensiveIncomeCumulativeEffectOfChangeInAccountingPrincipleTaxes,9,0,3,0,0,0,0,0
7925,DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities,9,0,2,1,0,0,0,0
7926,RealEstateIntercompanyProfitsIncludedInCarryingAmount,9,0,0,3,0,0,0,0
7927,SegmentReportingRevenueReconcilingItemAmount,9,0,3,0,0,0,0,0
7928,DirectToTelevisionFilmCostsPreproduction,9,0,1,0,1,1,0,0
7929,RealEstatePartnershipInvestmentSubsidiariesNetIncomeLossBeforeTax,9,0,1,0,0,0,0,2
7930,AssetOrLiabilityFromTransfersOfFinancialAssetsHavingNoReasonableEstimateOfFairValueAtCarryingValue,9,0,2,1,0,0,0,0
7931,CededPremiumsWrittenLife,9,0,0,0,3,0,0,0
7932,FairValueInputsLongtermPreTaxOperatingMarginPercent,9,0,0,0,0,3,0,0
7933,FederalHomeLoanBankAdvancesMaturitiesSummaryByInterestRateTypeFloatingRateUnderOneYear,9,0,0,0,0,1,2,0
7934,LoansAndLeasesReceivableOtherLoansInProcess,9,0,0,2,1,0,0,0
7935,EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,9,0,3,0,0,0,0,0
7936,MalpracticeLossContingencyClaimsIncurredNet,9,0,0,1,1,1,0,0
7937,IncreaseDecreaseInDepositsFromOtherFederalHomeLoanBanks,9,0,0,1,2,0,0,0
7938,GainLossFromSaleOfFinancialAssetsInSecuritizationsOrAssetBackedFinancingArrangement,9,0,0,0,1,2,0,0
7939,PublicUtilitiesApprovedDebtCapitalStructurePercentage,9,0,0,0,0,1,1,1
7940,PaymentsForDelayedTaxExemptExchange,9,0,0,0,1,0,1,1
7941,InvestmentOwnedBalanceContracts,9,0,0,1,0,0,0,2
7942,BusinessAcquisitionEquityInterestIssuedOrIssuableNumberOfSharesIssued,9,0,2,1,0,0,0,0
7943,ProceedsFromDivestitureOfRealEstatePartnership,9,0,0,0,2,0,0,1
7944,CededPremiumsLifeInsuranceInForce,9,0,0,0,0,3,0,0
7945,CashFlowHedgeLossReclassifiedToOtherExpense,9,0,0,0,3,0,0,0
7946,FederalHomeLoanBankAdvancesMaturitiesSummaryByInterestRateTypeFloatingRateAfterFiveYears,9,0,0,0,0,0,2,1
7947,CapitalLeasesOfLessorContingentRentalsBasisSpreadOnVariableRate,9,0,0,0,0,1,0,2
7948,DisposalGroupIncludingDiscontinuedOperationPostretirementPlanBenefitObligationNoncurrent,9,0,0,0,0,0,1,2
7949,RetailLandSalesDepositMethodPropertyCarryingValue,9,0,0,1,0,0,2,0
7950,SignificantChangesFrachisedOutletsInOperation,9,0,0,0,3,0,0,0
7951,SignificantChangeInUnrecognizedTaxBenefitsNatureOfChangeCausingEvent,9,0,3,0,0,0,0,0
7952,IncomeTaxReconciliationNondeductibleExpenseDepreciationAndAmortization,9,0,1,2,0,0,0,0
7953,FinancialGuaranteeInsuranceContractsPremiumsReceivableAdjustmentOtherAdjustments,9,0,1,1,1,0,0,0
7954,InventoryPartsAndComponents,9,0,0,3,0,0,0,0
7955,AccountsPayableInterestBearing,9,0,0,3,0,0,0,0
7956,AccumulatedUndistributedIncomeLoss,9,0,0,1,2,0,0,0
7957,AssetsOfWhollyOwnedRealEstateInvestmentSubsidiaries,9,0,0,1,2,0,0,0
7958,NumberOfRealEstatePropertiesFeeSimple,9,0,0,0,2,1,0,0
7959,AreaOfRealEstateProperty,9,0,0,3,0,0,0,0
7960,DebtorInPossessionFinancingAmendmentsToArrangementIncreaseDecreaseInAmountArranged,9,0,0,0,0,3,0,0
7961,DerivativeAverageFloorPrice,9,0,0,0,3,0,0,0
7962,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassMachineryAndEquipment,9,0,0,0,0,3,0,0
7963,FairValueEstimateNotPracticableNotesReceivable,9,0,0,0,1,2,0,0
7964,SecuritizedAssetsAndAnyOtherFinancialAssetsManagedTogetherNetCreditLossesDuringPeriod,9,0,2,1,0,0,0,0
7965,TimeSharingTransactionsAllowanceForUncollectibleAccountsOnReceivablesSoldWithRecoursePeriodIncreaseDecrease,9,0,0,0,1,0,2,0
7966,IncomeTaxEffectsAllocatedDirectlyToEquityEquityTransactions,9,0,0,1,1,1,0,0
7967,ResultsOfOperationsSalesOrTransfersToEntitysOtherOperations,9,0,0,0,0,0,1,2
7968,AvailableForSaleSecuritiesGrossLossesDerivatives,9,0,0,1,0,2,0,0
7969,CumulativeEffectOnRetainedEarningsNetOfTax,9,0,2,1,0,0,0,0
7970,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesWeightedAverageLife,9,0,3,0,0,0,0,0
7971,FederalHomeLoanBankAdvancesMaturitiesSummaryByInterestRateTypeOneToFiveYears,9,0,0,1,0,0,1,1
7972,DerivativeForwardPrice,9,0,0,1,0,2,0,0
7973,RequiredNetCapitalUnderCommodityExchangeAct,9,0,2,1,0,0,0,0
7974,NoncashOrPartNoncashAcquisitionInvestmentsAcquired,9,0,2,1,0,0,0,0
7975,InvestmentSoldNotYetPurchasedBalancePrincipalAmount,9,0,0,1,2,0,0,0
7976,ThresholdPercentageOfValueDeclineInEquitySecuritiesToBeConsideredOtherThanTemporaryImpairment,9,0,0,0,0,0,1,2
7977,BankruptcyClaimsAmountOfFiledClaimsLikelyToBeDenied,9,0,0,0,3,0,0,0
7978,FreshStartAdjustmentIncreaseDecreaseLiabilities,9,0,0,1,0,1,0,1
7979,RetailLandSalesDepositMethodDebtAssumedByBuyer,9,0,0,3,0,0,0,0
7980,DerecognizedAssetsSecuritizedOrAssetbackedFinancingArrangementAssetsAndAnyOtherFinancialAssetsManagedTogetherNetCreditLossesDuringPeriod,9,0,1,1,0,0,0,1
7981,DebtorReorganizationItemsInterestIncomeOnAccumulatedCash,9,0,2,1,0,0,0,0
7982,PublicUtilitiesApprovedEquityCapitalStructurePercentage,9,0,0,0,0,1,1,1
7983,SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInOtherAssumptionPercent,9,0,0,0,1,1,1,0
7984,ProceedsFromIssuanceOfSecuredTaxExemptDebt,9,0,1,2,0,0,0,0
7985,SegmentReportingInformationDepletionExpense,9,0,2,1,0,0,0,0
7986,CededPremiumsWrittenAccidentAndHealth,9,0,0,0,3,0,0,0
7987,CommodityFuturesContractsAndSpotCommoditiesProprietaryCapitalCharges,9,0,0,0,1,1,1,0
7988,LossContingencyNumberOfDefendants,9,0,0,1,1,0,1,0
7989,RealEstateOwnedAmountOfLossAtAcquisition,9,0,0,2,1,0,0,0
7990,ParticipatingMortgageLoansExtinguishmentGainLoss,9,0,0,0,2,1,0,0
7991,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationOptionsIssued1,9,0,0,1,1,0,1,0
7992,IncomeLossBeforeCumulativeEffectOfChangeInAccountingPrinciple,9,0,3,0,0,0,0,0
7993,LongDurationContractsAssumptionsByProductAndGuaranteeDiscountRateLowEnd,9,0,0,0,1,1,1,0
7994,PaymentsToAcquireUSGovernmentSecuritiesPledgedUnderBondIndenture,9,0,0,1,0,0,1,1
7995,BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresIssuanceCostsNotExpensed,9,0,0,0,0,0,2,1
7996,SegmentReportingInformationNoninterestIncome,9,0,2,0,0,1,0,0
7997,SaleLeasebackTransactionOtherPaymentsRequired,9,0,0,0,0,1,1,1
7998,LongTermDebtComponentsBondsPayable,9,0,3,0,0,0,0,0
7999,AccountsPayableUnderwritersPromotersAndEmployeesOtherThanSalariesAndWagesCurrentAndNoncurrent,9,0,2,0,0,0,0,1
8000,ProceedsFromMaturitiesPrepaymentsAndCallsOfSecuritiesOperatingActivities,9,0,0,2,0,0,1,0
8001,OpenOptionContractsWrittenNumberOfContracts,9,0,0,1,2,0,0,0
8002,VariableInterestEntityCarryingAmountOfLiabilitiesConsolidatedVIE,9,0,3,0,0,0,0,0
8003,CapitalUnitsAdjustmentForMarketChanges,9,0,0,1,0,2,0,0
8004,ServicingLiabilityAtAmortizedValueAdditions,9,0,0,0,0,1,1,1
8005,CustomerRefundableFeesPeriodIncreaseDecrease,9,0,0,0,0,1,1,1
8006,HealthCareOrganizationStopLossInsurancePremiumExpense,6,0,0,1,0,1,0,0
8007,ProceedsFromPaymentsForDepositsAppliedToDebtRetirements,6,0,1,0,1,0,0,0
8008,InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossReductions,6,0,0,1,1,0,0,0
8009,EquityContributionsToFinanceLeveragedBuyout,6,0,0,0,2,0,0,0
8010,LoansAndLeasesReceivableForeignNetOfDeferredIncome,6,0,0,1,1,0,0,0
8011,FairValueEstimateNotPracticableGuarantees,6,0,0,1,1,0,0,0
8012,UnusualOrInfrequentItemEarningsPerShareImpactNet,6,0,0,0,1,0,0,1
8013,FinancialGuaranteeInsuranceContractsPremiumsReceivableAdjustmentAccretionOfDiscountOnPremiumReceivable,6,0,0,0,1,0,0,1
8014,PreconfirmationAssets,6,0,0,0,0,1,1,0
8015,ForeignCurrencyExchangeRateRemeasurement,6,0,1,1,0,0,0,0
8016,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsPurchases,6,0,0,0,0,1,1,0
8017,ProvedDevelopedReservesVolume,6,0,2,0,0,0,0,0
8018,SupplementalUnemploymentBenefitsContinuationOfLifeInsurance,6,0,0,0,0,1,1,0
8019,MalpracticeLossContingencyClaimsIncurredInPeriod,6,0,0,0,0,1,1,0
8020,AvailableForSaleSecuritiesGrossUnrealizedLosses,6,0,1,1,0,0,0,0
8021,FederalHomeLoanBankAdvancesOutstandingGreaterThanOneBillionDollarsPerBorrowerNumberOfBorrowers,6,0,0,0,0,1,1,0
8022,DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,6,0,0,0,0,1,1,0
8023,FinancialGuaranteeInsuranceContractsPremiumExpectedToBeCollectedWithinOneYearFromBalanceSheetDate,6,0,2,0,0,0,0,0
8024,FreshStartAdjustmentIncreaseDecreaseInventories,6,0,0,1,0,1,0,0
8025,FinancialGuaranteeInsuranceContractsPremiumReceivedOverContractPeriodPremiumReceivableAccretion,6,0,1,0,0,0,1,0
8026,DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMaximum,6,0,0,2,0,0,0,0
8027,DebtInstrumentSinkingFundPayment,6,0,0,0,0,0,0,2
8028,RestatementOfPriorYearIncomeGross,6,0,0,0,1,1,0,0
8029,ProductWarrantyAccrualCurrent,6,0,1,1,0,0,0,0
8030,PreconfirmationLongTermDebt,6,0,0,0,0,0,2,0
8031,ServicingLiabilityAtAmortizedCostAmount,6,0,0,2,0,0,0,0
8032,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsWeightedAverageGrantDateFairValuePeriodIncreaseDecrease,6,0,0,1,1,0,0,0
8033,AdjustmentsToReconcileIncomeLossToNetCashProvidedByUsedInContinuingOperations,6,0,0,1,1,0,0,0
8034,NonallowableAssets,6,0,0,1,1,0,0,0
8035,FairValueAssetsMeasuredOnRecurringBasisRetainedInterest,6,1,1,0,0,0,0,0
8036,BelowMarketLeasePeriodIncreaseDecrease,6,0,0,0,0,0,0,2
8037,BusinessCombinationContingentConsiderationArrangementsChangeInTheRangeOfOutcomesContingentConsiderationLiabilityValueLow,6,0,1,0,0,0,0,1
8038,RedeemableNoncontrollingInterestEquityRangeOfEstimatedFairValueLow,6,0,0,0,0,2,0,0
8039,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxPortionAttributableToNoncontrollingInterestHeldtomaturitySecurities,6,0,0,0,0,0,2,0
8040,MalpracticeLossContingencyReturnOfPremiums,6,0,0,0,1,1,0,0
8041,ValuationAllowancesAndReservesReservesOfBusinessesAcquired,6,0,0,1,1,0,0,0
8042,LiabilityForFuturePolicyBenefitsPaymentForBenefits,6,0,0,0,0,0,0,2
8043,PremiumsWrittenNetFinancialGuaranteeInsuranceContracts,6,0,0,1,1,0,0,0
8044,PreconfirmationCurrentMaturitiesOfCapitalLeaseObligations,6,0,2,0,0,0,0,0
8045,IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerOutstandingLimitedPartnershipUnitDiluted,6,0,0,2,0,0,0,0
8046,PreconfirmationLiabilitiesAndStockholdersEquity,6,0,1,0,0,0,1,0
8047,DeferredCompensationShareBasedArrangementsLiabilityNoncurrent,6,0,0,2,0,0,0,0
8048,HealthCareOrganizationStopLossInsuranceRecoveries,6,0,0,1,1,0,0,0
8049,DeferredPolicyAcquisitionCostUnrealizedInvestmentGainLoss,6,0,0,0,0,0,0,2
8050,SupplementaryInsuranceInformationBenefitsClaimsLossesAndSettlementExpense,6,0,0,0,0,1,1,0
8051,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputUnrealizedLossesIncludedInEarnings,6,0,0,0,0,0,1,1
8052,DebtorReorganizationItemsEmployeeRelatedCharges,6,0,0,1,0,0,0,1
8053,StockholdersEquityNotAllowableForNetCapital,6,0,0,0,0,2,0,0
8054,CapitalAndAllowableSubordinatedBorrowings,6,0,0,1,1,0,0,0
8055,FutureMinimumSubleaseRentalsSaleLeasebackTransactionsDueInRollingAfterYearFive,6,0,0,0,0,0,2,0
8056,ConversionOfStockSharesIssued,6,0,1,0,0,1,0,0
8057,GainFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectiveness,6,0,1,1,0,0,0,0
8058,InterestAndFeeIncomeLoansConsumerHomeEquity,6,0,1,1,0,0,0,0
8059,RevenueFromAdministrativeServicesOther,6,0,0,1,1,0,0,0
8060,SharesSubjectToMandatoryRedemptionSettlementTermsExcessOfAssetsOverLiabilities,6,0,0,2,0,0,0,0
8061,LiquidityDisclosureFutureObligationsNotExpectedToBeRepaidAmount,6,0,0,0,1,0,1,0
8062,PremiumsReceivableGainLossOnSaleOfReceivables,6,0,2,0,0,0,0,0
8063,PreconfirmationLeaseholdImprovements,6,0,0,0,1,0,1,0
8064,OtherOwnershipInterestsCumulativeCashDistributions,6,0,2,0,0,0,0,0
8065,AssetsOrLiabilitiesFromTransfersOfFinancialAssetsHavingNoReasonableEstimateOfFairValueCarryingAmount,6,0,0,0,2,0,0,0
8066,DirectPremiumsWrittenLife,6,0,0,2,0,0,0,0
8067,DirectPremiumsWrittenAccidentAndHealth,6,0,0,2,0,0,0,0
8068,RetailLandSalesImprovementCostsPriorSales,6,0,0,0,0,0,0,2
8069,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodCommercialCashFlowsExpectedToBeCollectedAtAcquisition,6,0,0,2,0,0,0,0
8070,DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,6,0,1,1,0,0,0,0
8071,GainLossFromAdjustmentsToPriorPeriodExtraordinaryItems,6,0,0,1,1,0,0,0
8072,PostconfirmationAmortizableIntangibleAssets,6,0,0,0,1,1,0,0
8073,PreferredStockAdditionalSeriesNoParValue,6,0,2,0,0,0,0,0
8074,VehicleTollRevenue,6,0,0,0,0,0,2,0
8075,SubsequentEventEffectOfChangeInTaxStatus,6,0,0,1,0,1,0,0
8076,ProvedUndevelopedReserveBOE,6,0,0,2,0,0,0,0
8077,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedNotSubjectToMasterNettingArrangementDeduction,6,0,0,0,0,0,2,0
8078,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityPurchasesSalesIssuesSettlements,6,0,0,0,0,0,1,1
8079,FairValueOptionDisclosuresRelatedToElectionItemsExistingAtEffectiveDateAccruedLiabilities,6,0,1,1,0,0,0,0
8080,DividendPaymentRestrictionsScheduleAmountsPaid,6,0,0,2,0,0,0,0
8081,LiabilityForAsbestosAndEnvironmentalClaimsNetPeriodIncreaseDecrease,6,0,2,0,0,0,0,0
8082,InterestExpenseDomesticDepositLiabilitiesRetail,6,0,1,1,0,0,0,0
8083,DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMaximum,6,0,0,2,0,0,0,0
8084,LiabilitiesSubjectToCompromiseCashDisbursementsAndReclassificationIncreaseDecreaseUnderBankruptcyCourtOrderResolutionsOfContingenciesSubjectToChapter11,6,0,0,0,0,0,1,1
8085,BusinessAcquisitionPurchasePriceAllocationCurrentAssetsWorkInProgress,6,0,0,2,0,0,0,0
8086,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsPeriodIncreaseDecrease,6,0,0,0,1,0,0,1
8087,PhaseInPlanAmountOfCostsDeferredForRateMakingPurposes,6,0,0,0,0,0,2,0
8088,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,6,0,1,1,0,0,0,0
8089,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodConsumerCashFlowsExpectedToBeCollectedAtAcquisition,6,0,0,0,0,2,0,0
8090,ImpairmentEffectOnEarningsPerShareAfterTax,6,0,0,0,0,1,1,0
8091,OriginationOfLoanToPurchaseCommonStock,6,0,0,0,1,1,0,0
8092,PresentValueOfFutureInsuranceProfitsImpairmentWritedown1,6,0,0,0,0,0,0,2
8093,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareSaleForOtherThanNAVAmount,6,0,0,0,0,1,1,0
8094,SegmentReportingInformationAccountsPayableAndAccruedLiabilities,6,0,2,0,0,0,0,0
8095,ProvedDevelopedReservesBOE,6,0,0,2,0,0,0,0
8096,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseCharitableContributions,6,0,0,0,0,0,1,1
8097,MalpracticeLossContingencyInsuranceRecoveries,6,0,1,0,0,1,0,0
8098,DueToEmployees,6,0,1,1,0,0,0,0
8099,OilAndGasDeliveryCommitmentsAndContractsRemainingContractualVolume,6,0,2,0,0,0,0,0
8100,UnbilledReceivablesNotBillableAmountExpectedToBeCollectedInRemainderOfFiscalYear,6,0,0,0,0,0,2,0
8101,HeldtomaturitySecuritiesRestrictedNoncurrent,6,0,0,0,0,1,0,1
8102,PartnersCapitalAccountUnitsPeriodIncreaseDecrease,6,0,0,0,2,0,0,0
8103,CostmethodInvestmentsRealizedLossesExcludingOtherThanTemporaryImpairments,6,0,1,1,0,0,0,0
8104,AssetsDesignatedToClosedBlockTradingSecuritiesDebt,6,0,0,0,0,1,1,0
8105,PreferredStockAdditionalSeriesCarryingAmount,6,0,2,0,0,0,0,0
8106,ShareBasedCompensationArrangementByShareBasedPaymentAwardPlanModificationNumberOfEmployeesAffected,6,0,0,0,0,0,1,1
8107,VariableInterestEntityNonconsolidatedComparisonOfCarryingAmountOfAssetsAndLiabilitiesToMaximumLossExposureExplanationQuantitativeInformationAdvantageous,6,0,0,2,0,0,0,0
8108,OtherOwnershipInterestsCumulativeNetIncome,6,0,2,0,0,0,0,0
8109,TreasuryStockValueRetiredCostMethod,6,0,2,0,0,0,0,0
8110,GasImbalanceVolumeAmount,6,0,2,0,0,0,0,0
8111,AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses,6,0,0,0,0,0,0,2
8112,FreshStartAdjustmentIncreaseDecreaseAmortizableIntangibleAssets,6,0,0,0,1,1,0,0
8113,InvestmentOwnedUnrealizedAppreciationDepreciationNet,6,0,0,1,1,0,0,0
8114,ResaleAgreementsInterestIncomeAmount,6,0,0,0,0,0,2,0
8115,AdvancesReceivedOnGovernmentContractsNotNettedAgainstAccountsReceivable,6,0,1,0,1,0,0,0
8116,LoansHeldForSaleConsumerHomeEquity,6,0,0,0,1,0,1,0
8117,InventoryAmountUnpricedChangeOrdersForLongTermContractsOrPrograms,6,0,0,2,0,0,0,0
8118,UnbilledReceivablesNotBillableAmountExpectedToBeCollectedInNextRollingTwelveMonths,6,0,0,0,0,1,1,0
8119,FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareLiquidatingInvestmentRemainingPeriodLowEstimate,6,0,0,2,0,0,0,0
8120,LongDurationContractsAssumptionsByProductAndGuaranteeDiscountRateHighEnd,6,0,0,0,1,1,0,0
8121,IncomeLossFromOperationsBeforeExtraordinaryItemsPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasic,6,0,0,2,0,0,0,0
8122,GeneralPartnersCapitalAccountValue,6,0,2,0,0,0,0,0
8123,NetCapitalInExcessOfFivePercentOfDebitItems,6,0,2,0,0,0,0,0
8124,ProceedsFromSaleOfDonorRestrictedAssets,6,0,0,0,0,1,1,0
8125,ProductLiabilityContingencyLossExposureInExcessOfAccrualBestEstimate,6,0,0,1,1,0,0,0
8126,AdditionalChargesForSecuritiesAccounts,6,0,0,0,1,1,0,0
8127,AccruedBonuses,6,0,0,2,0,0,0,0
8128,PreferredUnitsCumulativeNetIncome,6,0,0,0,0,0,2,0
8129,ExtinguishmentOfDebtGainLossPerShareNetOfTax,6,0,0,0,0,1,0,1
8130,IncreaseDecreaseInOverEnergyRecovery,6,0,0,0,0,0,1,1
8131,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityConvertedInPeriod,6,0,1,0,1,0,0,0
8132,NotesAssumed,6,0,2,0,0,0,0,0
8133,RetailLandSalesLiabilityForImprovements,6,0,0,0,0,0,0,2
8134,SegmentReportingInformationProvisionForCreditLosses,6,0,2,0,0,0,0,0
8135,BusinessAcquisitionPurchasePriceAllocationCurrentAssetsAssetNotToBeUsed,6,0,1,1,0,0,0,0
8136,InvestmentSoldNotYetPurchasedBalanceShares,6,0,0,2,0,0,0,0
